"CRN","RDWY_SEQ_NUM","ADJ_RDWY_SEQ","ROUTE","SEGMENT","OFFSET","RDWY_ORIENT","LANE_COUNT","SPEED_LIMIT","STREET_NAME","ROAD_OWNER","ACCESS_CTRL","RDWY_COUNTY"
"2021039318","4","4","2059","0030","3125","N","2","35","LONG RD","2","3","02"
"2021081770","4","3","","","","E","01","15","CHEYENNE ST","4","","02"
"2021061809","3","4","","","","W","02","25","MILROY ST","4","","02"
"2021040150","3","3","0051","0396","443","N","2","25","SAW MILL RUN BL","2","3","02"
"2021104394","4","5","","","","N","01","25","MARKET ST/TO SR 51 SB","4","","02"
"2021002088","4","3","","","","E","02","25","KELLY ST","4","","02"
"2021046114","3","4","","","","E","02","25","NICHOLSON ST","4","","02"
"2021040642","3","3","0079","0651","1078","S","2","55","RAYMOND P SHAFER HW","1","1","02"
"2021068809","3","3","0051","0500","681","S","3","25","ISLAND AV","2","3","02"
"2021056259","5","5","","","","S","02","15","FILMORE RD","4","","02"
"2021008147","4","4","","","","N","02","25","WOODWARD AV","4","","02"
"2021093930","3","3","","","","S","02","25","ORIN ST","4","","02"
"2021027908","3","3","0837","0150","360","N","1","25","STATE ST","2","3","02"
"2021045432","3","3","3004","0070","3373","E","2","30","MCLAUGHLIN RUN RD","2","3","02"
"2021052342","3","3","3104","0010","1273","E","2","35","MCKEES ROCKS BR","2","3","02"
"2021098803","3","3","","","","N","02","15","AIRPORT BL","4","","02"
"2021086366","5","4","","","","E","02","25","REEDSDALE ST","4","","02"
"2021085118","3","3","0121","0010","1308","W","3","35","COCHRAN RD","2","3","02"
"2021015877","3","4","","","","W","02","25","DUQUESNE AV","4","","02"
"2021045827","3","3","0400","0090","1876","E","2","30","PENN AV","2","3","02"
"2021052138","3","3","0060","0150","1643","N","2","45","STEUBENVILLE PK","2","3","02"
"2021005819","3","3","3029","0020","2345","B","2","35","OAK RIDGE RD","2","3","02"
"2021030052","3","3","","","","S","02","25","POPLAR ST","4","","02"
"2021057272","3","4","","","","N","02","25","S MILLVALE AV","4","","02"
"2021055641","4","3","","","","N","02","25","EVANS AV","4","","02"
"2021088048","3","3","2114","0020","914","S","2","35","DUQUESNE BR","2","1","02"
"2021120203","3","3","","","","N","2","35","LYNN AV","4","","02"
"2021115181","3","3","8002","0280","481","N","1","35","RAMP K RD","2","1","02"
"2021041639","5","5","","","","E","02","25","ROSEBERRY WY","4","","02"
"2021122278","3","4","","","","W","01","25","FOREST AV","4","","02"
"2021064488","3","4","","","","W","02","25","ELLSWORTH AV","4","","02"
"2021111250","3","3","4068","0140","2649","W","2","40","BAKERSTOWN RD","2","3","02"
"2021048590","3","3","0885","0280","1755","E","3","25","IRVINE ST","2","3","02"
"2021075571","3","4","","","","W","01","25","MIDDLE AV","4","","02"
"2021121585","4","5","","","","S","02","25","GROSSMAN RD","4","","02"
"2021127802","4","4","0019","0085","932","S","3","40","WASHINGTON RD","2","3","02"
"2021056240","3","4","","","","N","02","25","PERRYSVILLE AV","4","","02"
"2021037868","3","3","7076","0350","528","E","4","65","MAINLINE PK","5","1","02"
"2021048731","7","7","","","","U","02","25","PORT PERRY RO","4","","02"
"2021097154","4","4","2033","0010","3298","N","2","40","MCCLINTOCK RD","2","3","02"
"2022004589","3","3","0279","0009","3048","S","2","50","FORT DUQUESNE BR","1","1","02"
"2021077829","3","3","0050","0141","1076","W","2","40","WASHINGTON PK","2","3","02"
"2021000549","4","3","","","","E","02","25","HAMILTON AV","4","","02"
"2021044453","3","4","","","","S","02","25","EUCLID AV","4","","02"
"2021006820","3","3","3014","0020","257","E","2","35","PINEY FORK RD","2","3","02"
"2021085445","4","3","","","","E","02","25","FRANKSTOWN AV","4","","02"
"2021061895","4","4","","","","W","02","35","UNIVERSAL RD","4","","02"
"2021073601","3","3","0400","0130","1498","E","2","25","BENNETT ST","2","3","02"
"2021102461","3","3","0030","0181","2181","W","2","40","LINCOLN HW","2","3","02"
"2021015298","4","3","","","","S","02","15","HARPEN RD","4","","02"
"2021044992","3","3","0400","0150","251","W","2","25","BENNETT ST","2","3","02"
"2021025817","5","5","","","","U","04","25","OAK PARK MALL EN","4","","02"
"2021104732","3","3","2074","0010","1570","E","2","35","POKETA RD","2","3","02"
"2021029529","3","3","0008","0191","1438","S","2","45","BUTLER ST","2","3","02"
"2021011805","3","3","0088","0110","1514","N","2","35","LIBRARY RD","2","3","02"
"2021103725","3","4","","","","W","02","25","GALVESTON AV","4","","02"
"2021027908","4","4","0837","0151","365","S","2","35","STATE ST","2","3","02"
"2021046851","3","3","0885","0100","1652","N","3","35","CLAIRTON RD","2","3","02"
"2021059107","4","3","","","","W","02","25","LINCOLN AV","4","","02"
"2021065721","3","3","0088","0160","1304","N","3","40","LIBRARY RD","2","3","02"
"2021067087","4","3","","","","E","02","25","FORT DUQUESNE BL","4","","02"
"2021108865","3","3","0400","0010","3110","E","2","35","BIGELOW BL","2","3","02"
"2021017099","3","3","","","","N","02","30","BRIGHTON RD","4","","02"
"2021077896","4","4","0065","0071","935","S","2","40","OHIO RIVER BL","2","3","02"
"2021051357","3","3","0837","0540","112","B","2","25","EAST CARSON ST","2","3","02"
"2021009052","3","3","0400","0020","70","E","2","35","BIGELOW BL","2","3","02"
"2021057012","3","3","","","","W","02","25","GROVE RD","4","","02"
"2021033591","4","3","","","","E","04","25","HOBART ST","4","","02"
"2021089987","3","3","","","","W","01","25","FARNSWORTH AV","4","","02"
"2021126725","4","3","","","","N","04","25","BROWNS HILL RD","4","","02"
"2021101678","3","3","0028","0011","0","S","3","45","SR 0028 HW","2","2","02"
"2021111881","4","4","0019","0631","1019","S","2","40","PERRY HW","2","3","02"
"2021041639","3","3","0121","0080","274","N","2","25","GREENTREE RD","2","3","02"
"2021083887","4","4","","","","N","02","25","EVALINE ST","4","","02"
"2021063736","3","3","3098","0081","545","W","2","25","GLASS RUN RD","2","3","02"
"2021071506","4","3","","","","S","02","25","SAINT CLAIR ST","4","","02"
"2021077053","3","3","","","","S","02","25","EDWARDS ST","4","","02"
"2021075571","4","3","","","","S","02","25","PATTON ST","4","","02"
"2021092918","3","3","","","","N","02","25","SHADY AV","4","","02"
"2021114620","3","3","","","","E","02","40","MARK DR","4","","02"
"2021028049","5","4","","","","W","03","30","WOODMERE AV","4","","02"
"2021007220","4","4","8067","0010","490","S","2","30","RAMP B-2/LIBERTY BR","2","1","02"
"2021085434","3","3","","","","N","02","25","LORENZ AV","4","","02"
"2021122870","3","3","","","","E","02","25","WILSON RD","4","","02"
"2022008824","3","3","0376","0761","1185","W","2","55","PENN LINCOLN PY","1","1","02"
"2021115582","4","5","","","","W","02","25","FOSTER ST","4","","02"
"2021003338","3","4","","","","U","02","25","SOLWAY ST","4","","02"
"2021016988","4","4","1001","0441","2075","S","2","40","FREEPORT RD","2","3","02"
"2021039318","3","3","0400","0250","1450","W","2","30","FRANKSTOWN RD","2","3","02"
"2021089505","3","3","0050","0212","1660","N","2","25","WASHINGTON AV","2","3","02"
"2021024450","3","3","2108","0080","770","E","4","25","FORBES AV","2","3","02"
"2021037826","3","3","","","","S","02","25","BROWNSVILLE RD","4","","02"
"2021107058","3","3","0376","0660","396","E","3","55","PENN LINCOLN PY","1","1","02"
"2021022594","3","3","3004","0090","369","S","2","35","MCMURRAY RD","2","3","02"
"2021010919","3","3","","","","E","02","15","HIRSHINGER RD","4","","02"
"2021006560","3","3","0279","0083","680","S","2","55","NORTH HILLS EX","1","1","02"
"2021075005","3","3","2040","0080","2485","E","2","40","CURRY HOLLOW RD","2","3","02"
"2021029861","6","6","","","","S","04","35","BRIGHTON HEIGHTS AV","4","","02"
"2021011114","3","4","H053","0050","700","N","2","25","BRADDOCK AV","4","3","02"
"2021092287","4","4","8099","0010","0","N","1","20","RAMP S RD","2","1","02"
"2021015659","3","4","","","","N","02","25","COSTELLO ST","4","","02"
"2021046851","4","4","0885","0101","1650","S","2","35","CLAIRTON RD","2","3","02"
"2021040732","3","4","","","","E","02","25","ALBERTA DR","4","","02"
"2021098068","3","3","3003","0060","498","N","2","35","WASHINGTON PK","2","3","02"
"2021093261","4","3","","","","N","02","25","MURRAY AV","4","","02"
"2021090968","4","5","","","","W","02","25","ELIZABETH DR","4","","02"
"2021018774","3","3","0048","0090","1457","N","2","30","BOSTON HOLLOW RD","2","3","02"
"2021079199","4","4","4003","0151","1800","S","3","50","MCKNIGHT RD","2","3","02"
"2021041179","3","3","0148","0100","930","E","2","35","FIFTH AV","2","3","02"
"2021009052","5","7","","","","E","02","25","PAULOWNA ST","4","","02"
"2021015419","3","3","0837","0581","1855","S","2","35","WEST CARSON ST","2","3","02"
"2021012408","3","3","3093","0010","0","N","2","25","EWING RD","2","3","02"
"2021056829","4","4","","","","E","02","25","21ST ST","4","","02"
"2021126725","3","4","","","","E","02","25","IMOGENE RD","4","","02"
"2021113251","3","3","2031","0030","1780","W","2","40","LINCOLN WY","2","3","02"
"2021118840","3","3","4012","0010","826","N","2","35","RIVERVIEW AV","2","3","02"
"2021041639","4","4","0121","0081","276","S","2","25","GREENTREE RD","2","3","02"
"2021122278","4","3","","","","S","02","25","CHURCH AV","4","","02"
"2021090590","3","4","","","","N","03","25","MOREWOOD AV","4","","02"
"2021109705","3","4","","","","N","02","25","VOELKEL AV","4","","02"
"2021047277","3","4","","","","N","04","35","NORTH AV","4","","02"
"2021111698","3","4","","","","S","02","25","IVY ST","4","","02"
"2021098565","3","3","0028","0111","603","S","2","45","EAST OHIO ST","2","1","02"
"2021127802","3","3","0019","0084","940","N","2","40","WASHINGTON RD","2","3","02"
"2021028049","3","3","0060","0110","0","B","2","30","STEUBENVILLE PK","2","3","02"
"2021009691","3","4","","","","N","01","20","DUNFERMLINE ST","4","","02"
"2021080881","3","3","","","","E","02","25","JOHNSTON AV","4","","02"
"2021044195","3","3","4049","0040","659","N","2","45","NICHOLSON RD","2","3","02"
"2022024747","3","3","0019","0480","2621","S","2","35","PERRY HW","2","3","02"
"2021020866","5","5","","","","W","02","25","LEBANON AV","4","","02"
"2021017831","3","3","","","","N","02","25","WEST ST","4","","02"
"2021085547","3","3","0376","0765","772","W","2","55","PENN LINCOLN PY","1","1","02"
"2021007918","3","3","4024","0110","1015","E","2","30","ELFINWILD RD","2","3","02"
"2021046565","3","3","2108","0110","1097","E","2","25","BEELER ST","2","3","02"
"2021004037","3","3","0065","0031","3657","S","2","55","OHIO RIVER BL","2","2","02"
"2021087508","5","5","","","","N","02","35","YOST BL","4","","02"
"2021027266","3","4","","","","U","02","25","LYNN AV","4","","02"
"2021034432","5","5","","","","E","03","35","P.J. MCARDLE ROADWAY PY","4","","02"
"2021107252","5","5","2040","0111","1939","W","4","45","LEBANON CHURCH RD","2","3","02"
"2021010661","3","3","0019","0450","977","N","2","25","PERRYSVILLE AV","2","3","02"
"2021044992","4","4","","","","N","02","35","TOKAY ST","4","","02"
"2021025817","4","4","0048","0230","0","U","2","40","JACKS RUN RD","2","3","02"
"2021094216","4","4","0837","0311","745","S","2","40","DUQUESNE BL","2","3","02"
"2021034621","3","3","2051","0050","1787","N","2","25","BRINTON RD","2","3","02"
"2021007080","7","6","","","","W","01","25","CURRANHILL AV","4","","02"
"2021064754","4","3","","","","N","02","25","MURRAY AV","4","","02"
"2021015176","3","3","4003","0006","8","N","2","35","EVERGREEN RD","2","3","02"
"2021046851","6","6","","","","W","04","35","MOUNTAIN VIEW DR","7","","02"
"2021036981","3","3","0366","0023","0","S","2","35","ROSS ST","2","3","02"
"2021066375","3","3","3069","0100","5346","N","2","35","LIBERTY TN","2","3","02"
"2021101387","3","3","0910","0030","2666","E","2","35","WEXFORD BAYNE RD","2","3","02"
"2021082272","3","3","","","","S","2","25","KELSO RD","4","","02"
"2021020214","3","3","","","","N","02","","OUTLOOK DR","4","","02"
"2021077896","3","3","0065","0070","945","N","2","40","OHIO RIVER BL","2","3","02"
"2021073854","3","4","","","","S","02","25","MOUNTAIN AV","4","","02"
"2021009052","6","5","","","","N","02","25","HERRON AV","4","","02"
"2021076536","4","5","","","","E","02","25","SHADY AV","4","","02"
"2021003195","5","5","","","","W","02","25","MCARDLE RD","4","","02"
"2021085139","4","4","","","","N","01","25","ATWOOD ST","4","","02"
"2021124538","4","3","","","","W","02","25","CENTER AV","4","","02"
"2022000091","3","3","8008","0510","582","E","1","20","FORWARD AV INT./RAMP D RD","2","1","02"
"2021109019","5","5","","","","S","02","25","UNIVERSAL RD","4","","02"
"2021073385","3","3","0400","0030","655","E","2","25","BIGELOW BL","2","3","02"
"2021083887","3","3","0400","0210","115","E","2","35","FRANKSTOWN RD","2","3","02"
"2021110705","3","3","","","","N","02","25","DUFF RD","4","","02"
"2021109705","4","3","","","","E","02","25","WENZELL AV","4","","02"
"2021100876","3","3","0376","0635","2322","W","2","55","PENN LINCOLN PY","1","1","02"
"2021077601","3","3","0376","0764","1859","E","2","55","PENN LINCOLN PY","1","1","02"
"2021060387","4","4","0050","0091","2188","W","2","40","MILLERS RUN RD","2","2","02"
"2022005476","3","3","0376","0764","1050","E","2","55","PENN LINCOLN PY","1","1","02"
"2021052708","3","4","","","","N","02","35","S HIGHLAND AV","4","","02"
"2021004391","3","3","0051","0020","863","N","2","50","HAYDEN BL","2","2","02"
"2021050271","3","3","0376","0755","1230","W","2","55","PENN LINCOLN PY","1","1","02"
"2021043021","3","3","2031","0010","0","W","2","40","LINCOLN WY","2","3","02"
"2021075095","3","3","3069","0040","2123","N","1","25","WEST LIBERTY AV","2","3","02"
"2021042149","4","4","0400","0031","1615","W","2","35","BIGELOW BL","2","3","02"
"2021124121","9","8","","","","E","02","25","BEAVER RD","4","","02"
"2021108528","3","4","","","","N","02","25","WAVERLY AV","4","","02"
"2022012337","3","3","0008","0180","2505","N","2","35","SIXTYSECOND ST BR","2","3","02"
"2021098418","4","4","","","","N","02","","ENSIGN AV","4","","02"
"2021103331","4","4","2083","0023","342","W","2","25","BRADDOCK AV","2","3","02"
"2021103274","3","3","0048","0110","1799","N","2","40","BOSTON HOLLOW RD","2","3","02"
"2021099626","4","4","4064","0030","0","N","2","35","PEEBLES RD","2","3","02"
"2021110281","3","3","0030","0290","973","E","2","40","LINCOLN HW","2","3","02"
"2021099486","3","3","7076","0310","2640","E","4","55","MAINLINE PK","5","1","02"
"2021073875","4","4","8033","0510","1110","N","1","20","CARNEGIE INT/RAMP E RD","2","1","02"
"2021074107","3","3","0019","0050","2337","N","2","45","WASHINGTON RD","2","3","02"
"2021043910","3","3","","","","N","02","25","BLOSSOM RD","4","","02"
"2021097102","3","3","0008","0060","451","N","2","25","PENN AV","2","3","02"
"2021123539","3","4","","","","S","02","25","DENNISTON ST","4","","02"
"2021125660","3","3","","","","W","02","15","KENNYWOOD SHOPS LT","7","","02"
"2021081739","3","4","","","","N","02","25","OETTING PL","4","","02"
"2021081846","4","4","4012","0061","205","S","2","35","UNION AV","2","3","02"
"2021106716","5","6","8151","0750","0","N","02","20","RAMP D RD","2","1","02"
"2021090155","3","4","","","","W","02","25","BAYARD ST","4","","02"
"2021070888","5","5","","","","N","02","25","BELLEFIELD AV","4","","02"
"2021010770","4","3","","","","S","04","25","PENN AV","4","","02"
"2021060870","3","3","","","","E","03","25","BRADDOCK AV","3","","02"
"2021041042","3","3","","","","E","02","25","CENTRE AV","4","","02"
"2021082502","5","4","","","","N","03","45","HALSEY PL","4","","02"
"2021077896","5","5","","","","N","01","25","LAUREL AV","4","","02"
"2021071253","3","3","0019","0280","2200","E","2","35","WEST END BR","2","3","02"
"2021118689","6","5","8114","0010","1467","N","01","20","RAMP B RD","2","1","02"
"2021100409","5","7","","","","W","02","25","MARYLEA AV","4","","02"
"2021097213","3","3","0885","0300","260","N","2","30","BATES ST","2","3","02"
"2021051318","3","4","","","","N","2","25","CLYDE AV","4","","02"
"2021077057","4","4","0019","0281","2184","W","2","35","WEST END BR","2","3","02"
"2022002569","3","4","","","","W","02","25","10TH ST","4","","02"
"2021128659","4","4","","","","S","02","25","MARION ST","4","","02"
"2021085437","4","4","0008","0061","1376","W","2","35","PENN AV","2","3","02"
"2021062580","3","4","","","","N","02","25","SANDUSKY ST","4","","02"
"2021062407","3","3","0366","0022","481","E","2","35","ROSS ST","2","3","02"
"2021062368","3","3","2075","0010","2387","S","2","30","OLD FRANKSTOWN RD","2","3","02"
"2021089497","3","3","3004","0010","0","S","2","25","MCLAUGHLIN RUN RD","2","3","02"
"2021041881","4","4","8082","0520","544","N","1","20","HGHLND PRK BR INT/RP W RD","2","1","02"
"2021041658","3","3","3048","0220","534","E","2","25","W MAIN ST","2","3","02"
"2022016699","3","3","0376","0794","1377","E","2","55","PENN LINCOLN PY","1","1","02"
"2022005476","4","4","8010","0750","408","E","1","35","BRADDOCK AV INT/RAMP G RD","2","1","02"
"2021055585","5","5","","","","S","02","25","BRADDOCK RD","4","","02"
"2021007724","4","3","","","","N","02","25","ALLEGHENY RIVER BL","4","","02"
"2021048731","5","5","2068","0010","0","E","2","45","NAVY MARINE CORP WY","2","3","02"
"2021128585","5","5","3098","0081","405","W","2","25","GLASS RUN RD","2","3","02"
"2021075978","3","3","2040","0150","2956","E","2","45","LEBANON CHURCH RD","2","3","02"
"2021075579","3","3","","","","E","01","25","PIUS ST","4","","02"
"2021102132","3","3","","","","W","02","25","HOFFMAN BL","4","","02"
"2021110414","4","3","","","","E","02","25","MONONGAHELA AV","4","","02"
"2021099868","3","3","","","","N","02","35","MCCLAREN RD","4","","02"
"2021099992","3","3","","","","W","99","25","CURRY RD","4","","02"
"2022012337","6","6","","","","N","02","","POPLAR ST","4","","02"
"2022003798","3","3","0376","0735","887","W","3","55","PENN LINCOLN PY","1","1","02"
"2021108794","3","3","0910","0330","523","W","2","55","SR 0910 HW","2","3","02"
"2021108867","3","3","0837","0160","525","N","3","35","STATE ST","2","3","02"
"2021092585","5","5","3027","0010","0","N","2","25","SMITHFIELD ST BR","2","3","02"
"2021111744","3","3","3029","0030","1306","B","2","35","OAK RIDGE RD","2","3","02"
"2021108177","3","3","0028","0210","2810","N","3","55","ALLEGHENY VALLEY EX","2","1","02"
"2021125695","3","3","","","","S","02","25","IRISHTOWN RD","4","","02"
"2021085437","3","3","0008","0060","1376","E","2","35","PENN AV","2","3","02"
"2021085081","3","3","0060","0010","1299","B","2","55","MAIN ST","2","3","02"
"2021085103","3","3","0837","0230","109","E","2","50","WASHINGTON ST","2","3","02"
"2021010375","3","3","2073","0110","3017","N","2","25","ALLEGHENY AV","2","3","02"
"2021010530","3","3","0079","0561","1969","S","3","55","RAYMOND P SHAFER HW","1","1","02"
"2021010491","3","3","","","","E","02","25","MAYTIDE ST","4","","02"
"2021010766","3","3","0008","0421","2410","S","2","45","WILLIAM FLINN HW","2","3","02"
"2021038127","3","3","","","","N","02","25","RANKIN BL","4","","02"
"2021038434","4","3","","","","W","02","25","6TH ST","4","","02"
"2021010917","3","3","0051","0770","1409","N","3","35","STOOPS FERRY RD","2","3","02"
"2021081129","3","3","2048","0100","1006","E","2","35","WILLIAM PENN HW","2","3","02"
"2021077421","4","3","","","","U","02","25","DARRAGH ST","4","","02"
"2021077523","4","3","","","","E","02","25","PENN AV","4","","02"
"2021062248","4","4","0050","0141","417","S","2","40","WASHINGTON PK","2","3","02"
"2021036843","3","3","8036","0750","689","E","1","20","RAMP F/TONIDALE INT RD","2","1","02"
"2021057694","3","3","0130","0192","1355","N","2","35","BEULAH RD","2","3","02"
"2021122282","5","5","","","","S","02","30","CEDAR BL","3","","02"
"2021041483","4","3","","","","N","02","25","LINDEN AV","4","","02"
"2021040470","3","3","","","","S","02","25","SHADOW RIDGE DR","4","","02"
"2021040595","3","3","0885","0340","1010","N","2","35","BL OF THE AL","2","3","02"
"2021031587","4","4","","","","N","02","35","THOMPSON RUN RD","4","","02"
"2021018402","3","3","","","","E","04","35","BIGELOW BL","4","","02"
"2021018484","3","3","0028","0061","1770","S","2","40","EAST OHIO ST","2","1","02"
"2022021189","3","3","0376","0761","2275","W","2","55","PENN LINCOLN PY","1","1","02"
"2021110692","4","4","1015","0030","270","N","2","35","RUSSELLTON RD","2","3","02"
"2021078913","4","5","","","","E","02","25","COOK SCHOOL RD","4","","02"
"2021079199","3","3","4003","0150","1890","N","2","50","MCKNIGHT RD","2","3","02"
"2021114112","4","3","","","","W","02","25","DUQUESNE AV","4","","02"
"2021099157","3","4","","","","S","02","25","STARKAMP ST","4","","02"
"2022003817","3","3","0376","0731","2167","W","3","55","PENN LINCOLN PY","1","1","02"
"2021124766","3","3","0910","0270","1024","B","2","35","SR 0910 SH","2","3","02"
"2021097272","4","4","0051","0381","0","S","2","25","SAW MILL RUN BL","2","3","02"
"2021125502","3","3","","","","S","2","25","BAUMAN AV","4","","02"
"2021127304","3","3","0028","0360","306","N","2","55","ALLEGHENY VALLEY EX","2","1","02"
"2021127442","4","3","","","","S","01","25","ARLINGTON AV","4","","02"
"2021127286","3","3","0028","0375","1031","S","2","65","ALLEGHENY VALLEY EX","2","1","02"
"2021104787","3","4","8005","0250","0","S","1","20","KIRWAN HTS INT/RAMP A RD","2","1","02"
"2021077825","3","3","0051","0380","0","N","2","25","SAW MILL RUN BL","2","3","02"
"2021124308","3","3","3004","0140","888","E","2","25","CLIFTON RD","2","3","02"
"2021120424","4","4","2208","0011","2375","W","1","25","BL OF THE ALLIES RD","2","3","02"
"2021107009","3","3","0837","0591","0","S","2","35","WEST CARSON ST","2","3","02"
"2021106974","3","3","","","","N","02","25","N HIGHLAND AV","4","","02"
"2021123119","5","5","2044","0070","2947","E","2","35","COMMONWEALTH AV","2","3","02"
"2021084572","3","3","3069","0111","1130","S","3","40","LIBERTY BR","2","3","02"
"2021125357","3","3","0837","0540","2155","N","2","25","EAST CARSON ST","2","3","02"
"2021044387","4","3","","","","W","02","25","BROOKLINE BL","4","","02"
"2021107383","4","3","","","","S","02","25","SHADY AV","4","","02"
"2021108392","3","3","","","","E","02","25","JANE ST","4","","02"
"2021106838","4","4","0051","0341","0","S","2","25","SAW MILL RUN BL","2","3","02"
"2021007694","3","4","","","","S","02","25","MILBURN ST","4","","02"
"2021061929","3","3","","","","N","4","25","WYLIE AV","4","","02"
"2021079765","3","3","0279","0116","2074","N","2","55","NORTH HILLS EX","1","1","02"
"2021072690","3","3","2040","0050","0","E","2","35","BROUGHTON RD","2","3","02"
"2021100659","3","3","","","","E","02","25","GROVER ST","4","","02"
"2021085584","3","3","0065","0030","1235","N","2","55","OHIO RIVER BL","2","2","02"
"2021126611","3","3","0885","0160","488","N","3","40","LEBANON RD","2","3","02"
"2022025578","3","4","","","","N","02","25","MOREWOOD AV","4","","02"
"2021089415","5","5","0008","0065","0","W","2","35","PENN AV","2","3","02"
"2021036600","4","3","","","","E","04","25","LIBERTY AV","4","","02"
"2021122538","3","3","0051","0470","0","W","3","35","WEST CARSON ST","2","3","02"
"2021009959","4","3","","","","S","2","25","SCOTLAND AV","4","","02"
"2021010031","3","3","0376","0764","749","E","2","55","PENN LINCOLN PY","1","1","02"
"2021009993","3","3","0910","0180","960","W","2","35","GIBSONIA RD","2","3","02"
"2021054594","3","4","","","","W","02","25","WYLIE AV","4","","02"
"2021054397","4","3","","","","S","02","25","BRIGHTON RD","4","","02"
"2021089784","3","4","","","","E","02","25","GUTHRIE ST","4","","02"
"2021010026","3","3","0376","0764","1234","E","2","55","PENN LINCOLN PY","1","1","02"
"2021031948","4","4","4099","0011","1665","W","3","25","EAST ST","2","3","02"
"2021036748","3","3","0837","0120","769","N","2","25","STATE ST","2","3","02"
"2021054655","3","3","7076","0340","3696","E","4","65","MAINLINE PK","5","1","02"
"2021051322","3","3","8079","0500","460","S","2","25","BABCOCK BL/RMP G RD","2","1","02"
"2021041629","3","3","0837","0490","0","N","2","55","EAST CARSON ST","2","3","02"
"2021094851","3","4","","","","N","02","25","MIDDLE ST","4","","02"
"2021012328","3","3","0019","0140","907","E","3","35","COCHRAN RD","2","3","02"
"2021012308","3","3","0885","0140","10","N","2","40","LEBANON RD","2","3","02"
"2021080150","5","5","","","","W","03","25","ST GEORGE DR","4","","02"
"2021091977","3","4","","","","E","02","25","MESTA ST","4","","02"
"2021102418","3","3","0079","0731","1731","S","3","55","RAYMOND P SHAFER HW","1","1","02"
"2021081963","3","3","","","","S","02","25","W RUN RD","3","","02"
"2021122640","4","4","0065","0251","0","S","2","40","OHIO RIVER BL","2","3","02"
"2021097348","4","4","3103","0040","3204","N","2","35","MCKEE RD","2","3","02"
"2021111295","5","5","","","","E","02","25","MARYLAND AV","4","","02"
"2021111503","3","3","0121","0010","265","N","3","35","COCHRAN RD","2","3","02"
"2021124183","6","6","","","","N","02","25","FRANKLIN DR","4","","02"
"2021124009","3","3","1001","0130","1921","W","3","35","FREEPORT RD","2","3","02"
"2021112039","4","3","","","","S","02","25","BROWNSVILLE RD","4","","02"
"2021086210","3","3","1015","0070","1797","N","2","35","LITTLE DEER CREEK RD","2","3","02"
"2021125189","3","3","0022","0011","854","W","2","55","SR 0022 HW","2","1","02"
"2021122246","3","3","","","","S","02","25","WOODHILL DR","4","","02"
"2021122977","3","3","","","","S","02","25","FOREST AV","3","","02"
"2021124386","4","4","","","","N","02","35","MIDDLE RD","4","","02"
"2021107383","3","4","","","","E","01","25","AURELIA ST","4","","02"
"2021070970","3","3","","","","S","02","35","MAHONEY RD","4","","02"
"2021128315","3","3","0400","0250","1450","E","2","30","FRANKSTOWN RD","2","3","02"
"2021084474","3","3","0279","0127","1059","S","2","55","NORTH HILLS EX","1","1","02"
"2021106838","6","6","9120","0010","966","N","2","25","SR 9120 CONNECTOR RD","2","3","02"
"2021080417","3","4","","","","E","02","25","DENNISTON AV","4","","02"
"2021092763","5","5","","","","W","02","25","CUNNINGHAM RD","4","","02"
"2021107057","3","3","0079","0601","1091","S","2","55","I 79 HW","1","1","02"
"2021025587","3","3","","","","E","02","25","KENWOOD AV","4","","02"
"2021040471","7","7","","","","N","04","40","ROLSHOUSE RD","4","","02"
"2021086672","3","3","","","","N","2","25","REEDSDALE ST","4","","02"
"2021118422","3","3","0400","0270","794","S","2","30","FRANKSTOWN RD","2","3","02"
"2021126665","3","3","0376","0760","89","E","2","55","PENN LINCOLN PY","1","1","02"
"2021126611","5","4","","","","E","02","25","NOBLE DR","4","","02"
"2021128580","3","3","0022","0250","1604","E","02","45","NEW WM PENN HW","2","3","02"
"2021044295","3","3","0028","0201","511","S","2","55","ALLEGHENY VALLEY EX","2","1","02"
"2022000461","4","3","","","","E","2","35","CLIFF MINE RD","4","","02"
"2022020077","3","3","","","","S","02","25","STANTON AV","4","","02"
"2021054397","3","4","","","","E","02","25","HIGHWOOD ST","4","","02"
"2021091883","4","3","","","","N","02","25","MOUNT PLEASANT RD","4","","02"
"2021011580","6","6","","","","E","04","35","5TH AV","4","","02"
"2021026216","3","4","","","","S","02","25","MURDOCH ST","4","","02"
"2021080150","3","3","0008","0430","1405","N","2","45","WILLIAM FLINN HW","2","3","02"
"2021080252","3","3","","","","W","01","25","N CANAL ST","4","","02"
"2021093004","3","3","","","","E","02","","SHELLEY DR","4","","02"
"2021092986","3","3","0028","0061","1344","S","2","40","EAST OHIO ST","2","1","02"
"2021092892","3","3","0376","0815","2638","W","3","55","PENN LINCOLN PY","1","1","02"
"2021100670","3","3","0400","0030","655","E","2","25","BIGELOW BL","2","3","02"
"2021061811","4","4","","","","E","02","25","CORBET ST","4","","02"
"2021011033","3","3","0028","0280","1499","N","3","55","ALLEGHENY VALLEY EX","2","1","02"
"2021121738","3","3","","","","W","02","25","WOODLAND RD","4","","02"
"2021118155","3","3","","","","E","04","25","E NORTH AV","4","","02"
"2021124782","3","3","","","","N","02","25","EDEN PARK BL","4","","02"
"2021050088","3","3","4019","0060","2015","N","2","30","MT ROYAL BL","2","3","02"
