"CRN","AXLE_CNT","CARGO_BD_TYPE","CARRIER_ADDR_1","CARRIER_ADDR_2","CARRIER_ADDR_CITY","CARRIER_ADDR_STATE","CARRIER_ADDR_ZIP","CARRIER_NM","CARRIER_TEL","GVWR","HAZMAT_CD1","HAZMAT_CD2","HAZMAT_CD3","HAZMAT_CD4","HAZMAT_IND","HAZMAT_REL_IND1","HAZMAT_REL_IND2","HAZMAT_REL_IND3","HAZMAT_REL_IND4","ICC_NUM","OSIZE_LOAD_IND","PUC_NUM","UNIT_NUM","USDOT_NUM","VEH_CONFIG_CD"
2021087376,"04","2","113 LIBERTY AVENUE","","LAFAYETTE","LA","70508","N2 SOLUTIONS LLC","8669402450","073280","2","","","","Y","1","","","","","N","","1","02845892","04"
2021126391,"03","3","709 CLAIRTON BLVD","","PITTSBURGH","PA","15236","AMERICAN TOWING/AMEERLANDA INC","8589670170","","","","","","N","","","","","","","","2","03399295","04"
2021061986,"02","7","1790 PITTSBURGH STREET","","WALTERSBURG","PA","15488","FAYETTE WASTE LLC","7244300100","999999","","","","","N","","","","","","N","","1","00000000","98"
2021004924,"02","0","1220 S 343RD WAY","","FERDERAL WAY","WA","98003","1 STOP SERVICES","2538526000","999999","","","","","N","","","","","","N","","1","02260830","98"
2021007411,"05","1","3507 W US HWY 24 NORTH WING","","REMINGTON","IN","47977","SMITH TRANSPORT INC","2192612111","","","","","","N","","","","","","","","2","00246204","08"
2021027908,"03","4","2255 PA-217","","BLAIRESVILLE","PA","15717","TAYLOR LEASING INC.","7244598901","","","","","","N","","","","","","N","","1","00120871","04"
2021036454,"02","3","700 HARGROVE ST","","PITTSBURGH","PA","15226","MCGANN AND CHESTER TOWING","4123819400","025500","","","","","N","","","","","","N","","2","00279905","03"
2021042681,"05","2","358 REIMER RD.","","SARVER","PA","16055","GLASSMERE FUEL SERVICE INC.","7242654646","080000","3","","","","Y","2","","","","","N","","1","00276273","08"
2021065911,"02","1","2 RUTGERS RD","BLDG B","CRAFTON","PA","15205","MONTEVERDES INC","4129229200","026000","","","","","N","","","","","","N","","1","00364385","03"
2021070004,"02","0","2235 BEAVER AVE","","PITTSBURGH","PA","15233","PORT AUTHORITY","4124422000","999999","","","","","N","","","","","","N","A-00976060","2","","13"
2021070004,"03","0","777 MCCLELLANDTOWN ROAD","","UNIONTOWN","PA","15401","MIRANDA & LEIGHA INC","4125841923","999999","","","","","N","","","","","","N","","3","03304601","04"
2021108848,"02","98","2235 BEAVER AVE.","","PITTSBURGH","PA","15233","PORT AUTHORITY OF ALLEGHENY CO.","4125665214","026000","","","","","N","","","","","","","A-00976060","2","","13"
2021071567,"03","1","304 GATES MOUNTAIN RD","","HOWARD","PA","16841","L.G. TRUCKING AND REPAIR, INC","8148830104","080000","","","","","N","","","","","","N","00054184","1","00120587","08"
2021049086,"02","1","PO BOX 111116","","CINCINNATI","OH","45211","HOME CITY ICE","8444438423","026000","","","","","N","","","","","","N","","2","00726855","03"
2021051960,"02","0","702 SW 8TH STREET MS0965","","BENTONVILLE","AR","72716","WALMART TRANSPORTATION LLC","8009256278","080000","","","","","N","","","","","","N","","4","00246204","08"
2021055815,"02","8","2235 BEAVER AVE","2235 BEAVER AVE","PITTSBURGH","PA","15233","PORT AUTHORITY OF ALLEGHENY CO","4124422000","","","","","","N","","","","","","","","1","","13"
2021066220,"03","99","2235 BEAVER AVENUE","","PITTSBURGH","PA","15233","PORT AUTHORITY ALLEGHENY COUNTY","9999999999","026001","","","","","","","","","","","","","1","","13"
2021066220,"03","99","2235 BEAVER AVENUE","","PITTSBURGH","PA","15233","PORT AUTHORITY ALLEGHENY COUNTY","9999999999","026001","","","","","","","","","","","","","2","","13"
2021004516,"02","9","2400 ARDMORE BLVD STE 700","","PITTSBURGH","PA","15221","PITTSBURGH CARE PARTNERSHIP INC","4126641448","","","","","","N","","","","","","N","UNK","1","99999999","15"
2021012790,"03","1","1025 COLUMBIA RD","","PLAINFIELD","IN","46168","BLACK HORSE CARRIERS INC","7243521110","080000","","","","","N","","","","","","N","","1","00807505","08"
2021019445,"02","8","2235 BEAVER AVE","2235 BEAVER AVE","PITTSBURGH","PA","15233","PORT AUTHORITY ALLEGHENY COUNTY","4124422000","","","","","","N","","","","","","N","A-00976060","2","","13"
2021022917,"02","1","203 WASHINGTON AVE","","DRAVOSBURG","PA","15034","JORDAN BANANA","4129277075","026000","","","","","N","","","","","","N","","1","01472000","03"
2022008824,"05","1","1363 DUNCAN LANE","","AUBURN","GA","30011","SMART EXPRESS INC","6783823489","080000","","","","","N","","","","","","N","","2","02553574","08"
2021106521,"02","0","948 CLIVE ST","","PITTSBURGH","PA","15202","COMMUNITY CARE HEALTH NETWORK","5709053280","","","","","","N","","","","","","","999999","2","09999999","00"
2021026712,"02","1","3147 W 169TH PL","","HAMMOND","IN","46323","UNITED PARCEL SERVICE INC","7158455211","080000","","","","","N","","","","","","N","","2","00021800","99"
2021035855,"02","9","322 MALL BLVD. STE 230","","MONROEVILLE","PA","15146","XPERT TRANSPORT LLC","4127286132","","","","","","N","","","","","","U","A-KYU","2","02095184","99"
2021037013,"99","1","11690 NW 105 ST","","MIAMI","FL","33178","RYDER TRUCK RENTAL","3056337497","080000","","","","","N","","","","","","N","","2","00006200","09"
2021053863,"03","3","109 NORTHPARK BLVD STE400","","COVINGTON","LA","70433","SUPERIOR POOL PRODUCTS LLC","7247333555","052000","","","","","N","","","","","","N","","2","00237962","04"
2021040544,"02","0","2235 BEAVER AVENUE","","PITTSBURGH","PA","15233","PORT AUTHORITY ALLEGHENY COUNTY","4124422000","999999","","","","","N","","","","","","N","A-00976060","1","","13"
2021069599,"03","9","2055 W. ARMY TRAIL RD STE 128","","ADDISON","IL","60101","UNITED PARCELS SERVICE INC","3013312787","073280","","","","","N","","","","","","N","","2","00021800","04"
2021081360,"99","1","14002 E 21ST ST STE 150","","TULSA","OK","74134","EAN HOLDINGS LLC","9999999999","999999","","","","","","","","","","","","","1","","02"
2021089969,"05","9","113 LEE VALLEY RD","","DERRY","PA","15627","WILLIAM DICKSON INDUSTRIES INC","7245398840","","","","","","N","","","","","","N","0110005","2","00356775","08"
2021120131,"03","5","1409 MORAVIA ST","","NEW CASTLE","PA","16101","CASTLE BULDERS SUPPLY INC","7246585656","043952","","","","","N","","","","","","","","1","02723634","04"
2021123163,"99","1","971 BRAIRSDALE RD","","HARRISBURG","PA","17109","RYDER TRUCK RENTAL LT","4843785599","","","","","","N","","","","","","N","","1","03537910","02"
2021084774,"04","4","150  12TH. STREET","","NEW KENSINGTON","PA","15068","ANDERSON PLUMBING LLC","7242242141","073280","","","","","N","","","","","","N","A8921987","1","02191294","04"
2021114211,"05","2","14382 RED HILL AVE #79","","TUSTIN","CA","92870","GARONE/MCCUE LLC","7144004620","031500","","","","","N","","","","","","N","","2","02609173","06"
2021009870,"03","9","16425 VAN DAM RD","","SOUTH HOLLAND","IL","60473","EV GLOBAL INC","6306705425","010000","","","","","N","","","","","","N","","1","02416643","08"
2021043218,"02","1","1300 ISLAND AVENUE","","MCKEES ROCKS","PA","15136","NYWP ENTERPRISE LLC","7183883322","025950","","","","","N","","","","","","N","","2","01852909","09"
2021015892,"01","4","3101 MCCULLY RD","","ALLISON PARK","PA","15101","HAMPTON TOWNSHIP","4124860400","038000","","","","","N","","","","","","U","","1","","09"
2021011291,"05","1","30142 WIXOM RD","","WIXOM","MI","48393","ROCKWELL TRANSPORT","2489609009","080000","","","","","N","","","","","","N","9999","1","00327574","08"
2021072210,"02","1","1001 CALIFORNIA AVE","","PITTSBURGH","PA","15290","US POSTAL SERVICE","4123597848","033000","","","","","N","","","","","","N","","2","01389824","00"
2021073411,"04","7","901 TYROL BLVD","","BELLE VERNON","PA","15012","COUNTY HAULING CORP","7249297694","079000","","","","","N","","","","","","N","","1","00969642","04"
2021122282,"99","0","50 FARRAGUT AVE","","PITTSBURGH","PA","15202","SYLVAN GARDENS LLC","9999999999","016500","","","","","","","","","","","","","1","","05"
2021125451,"02","1","107 INTERNATIONAL DRIVE","SUITE A","PEACHTREE CITY","GA","30269","RETAIL DIRECT LLC","8885154191","026000","","","","","N","","","","","","","","1","02956575","03"
2021009348,"02","0","2235 BEAVER AVE","2235 BEAVER AVE","PITTSBURGH","PA","15233","PORT AUTHORITY OF ALLEGHENY CO","4124422000","","","","","","N","","","","","","N","A-00976060","1","","13"
2021025548,"03","0","4366 MT PLEASANT RD","","NORTH CANTON","OH","44720","KENAN ADVANTAGE GROUP","8009695419","066000","4","","","","Y","1","","","","","N","33001","2","00469756","08"
2021057488,"02","8","2235 BEAVER AVENUE","","PITTSBURGH","PA","15233","PORT AUTHORITY OF ALLEGHENY CO","4124422000","028000","","","","","N","","","","","","N","A-00976060","2","","13"
2021125120,"03","1","2317 62ND ST APT 1R","","BROOKLYN","NY","11204","MUHUMAMAD ALI AZIZ INC","9999999999","080000","","","","","N","","","","","","N","","2","03522582","08"
2021080131,"03","1","919 WESTERN AVE","","WASHINGTON","PA","15301","VALLEY BULK TRUCKING LLC","7247457702","080000","","","","","N","","","","","","N","","2","01988414","08"
2021112021,"02","99","375 NORTH SHORE","","PITTSBURGH","PA","1521","PEOPLES NATURAL GAS","8007640111","","","","","","N","","","","","","","301575","1","","99"
2021113179,"05","99","5421 COUNTY ROAD 229","","FREDRICKSBURG","OH","44627","BOTHA TRUCKING LLC","3306952296","999999","","","","","","","","","","","","","2","02609173","99"
2021082251,"02","3","711 PENN ST","","BRADDOCK","PA","15104","TWICE'S TOWING","4128774980","044600","","","","","N","","","","","","N","","2","02929574","03"
2021019890,"03","1","300 N 5T ST","","MARTINS FERRY","OH","43935","MILK TRANSPORTATION LLC","7406331451","080000","","","","","N","","","","","","N","","2","00014762","08"
2021045624,"06","9","1126 INDUSTRIAL BOULEVARD","","BRADENVILLE","PA","15620","SHUMAR TRUCKING","7246948508","080000","","","","","N","","","","","","N","8915164","1","02074567","06"
2021077066,"02","7","PO BOX 418","","DERBY","NY","14047","MPC INC","7165496800","","","","","","N","","","","","","N","UNK","1","","00"
2021086729,"02","1","24800 MILES RD","","BEDFORD","OH","44146","AMAZON LOGISTICS INC.","4128185139","","","","","","N","","","","","","N","01135714","2","03470364","98"
2021122363,"04","1","18655 S BISHOP AVENUE","","CARSON","CA","90746","KW INTERNATIONAL INC","7174606640","080000","","","","","N","","","","","","N","","1","00940337","06"
2021077825,"99","0","7 ALLEGHENY SQ","","GLASSPORT","PA","15045","TRI STATE INDUSTRIAL SERVICES","9999999999","019500","","","","","","","","","","","","","1","","02"
2021028774,"03","1","465 NEW GARDEN AVE","","SALEM","OH","444603042","R. K. CAMPF CORP","3307278909","080000","","","","","N","","","","","","N","103546","2","00604435","08"
2021047692,"99","0","1 JOHN ST","","MCKEESROCK","PA","15136","RED DIAMOND TRUCKING CO","9999999999","025999","","","","","N","","","","","","N","","1","","09"
2021081942,"02","0","2235 BEAVER AVE","","PITTSBURGH","PA","15233","PORT AUTHORITY","4124422000","","","","","","N","","","","","","N","A-00976060","1","","13"
2021081975,"05","3","13348 MAIN MARKET RD","","BURTON","OH","44021","LONE WOLF TRANSPORTATION INC","4408349446","080000","","","","","N","","","","","","N","","1","00852437","08"
2021119300,"99","0","2335 WASHINGTON RD","","CANONSBURG","PA","15317","LIVE WIRE DESIGN INC","9999999999","012250","","","","","","","","","","","","","2","","02"
2021120265,"04","10","125 SHAFFER RD","","APOLLO","PA","15613","MZ TRANSPORT LLC","7247260500","073280","","","","","N","","","","","","","","1","02485251","04"
2021128017,"03","1","1000 FEDEX DRIVE","","CORAOPOLIS","PA","15108","FEDEX GROUND","4122691000","080000","","","","","N","","","","","","N","","2","00265752","08"
2021083292,"05","2","328 BUNOLA-RIVER RD.","","BUNOLA","PA","15020","UNIVAR SOLUTIONS","4126768222","080000","8","","","","Y","1","","","","","N","","2","00028633","08"
2021049227,"02","8","2235 BEAVER AVENUE","","PITTSBURGH","PA","15233","PORT AUTHORITY OF ALLEGHENY CO","4124422000","999999","","","","","N","","","","","","N","A-00976060","1","","13"
2021020950,"05","9","5312 W 124TH ST","","ALSIP","IL","60803","STRAIGHT THROUGH LOGISTICS","6305042095","999999","","","","","N","","","","","","N","","1","02473365","08"
2021029001,"99","0","2045 BAKERSTOWN RD","","TARENTUM","PA","15084","ROBERT STUTZ","9999999999","022500","","","","","N","","","","","","N","","2","","09"
2021031640,"02","1","306 SENECA LANE","","EVANS CITY","PA","16033","BJC VENTURES","9999999999","011600","","","","","N","","","","","","","","1","","03"
2021082278,"03","99","11690 NW 105ST","","MIAMI","FL","33178","RYDER TRUCK RENTAL","3056511489","052000","","","","","N","","","","","","","","2","00165420","08"
2021084605,"99","3","1840 FORBES","","PITTSBURGH","PA","15219","KENDALL TOWING","4127096675","026000","","","","","N","","","","","","N","","1","02455481","09"
2021086421,"02","9","2235 BEAVER AVE.","2235 BEAVER AVE.","PITTSBURGH","PA","15233","PORT AUTHORITY OF ALLEGHENY COUN","4125665214","026000","","","","","N","","","","","","N","A-00976060","2","","13"
2021114326,"02","9","1775 MACLAUGHLIN RUN RD","","USC","PA","15241","USC SCHOOL DISTRICT","4128339000","","","","","","N","","","","","","N","","1","00952939","12"
2021023908,"06","0","1750 STEELES AVE E","","BRAMPTON","ON","L6T1A4","AST & LOGISTICS","9055078005","014000","","","","","N","","","","","","N","","1","01511888","08"
2021122081,"04","4","1145 STATE ROUTE 31","","MOUNT PLEASANT","PA","15666","GULISEK CONSTRUCTION LLC","4122051602","080000","","","","","N","","","","","","","","2","00705015","04"
2021007310,"04","4","1906 PLATEAU STREET","","PITTSBURGH","PA","15210","STRIB & BROTHERS","4123706191","073280","","","","","N","","","","","","N","","2","03170494","04"
2021012599,"02","4","181 BEAGLE CLUB ROAD","","WASHINGTON","PA","15301","TEST BORING SERVICES INC","8882674647","048000","","","","","N","","","","","","N","","1","01256083","03"
2021021532,"02","1","1821 BEAVER AVE","","PITTSBURGH","PA","15233","UPS","4122376641","","","","","","N","","","","","","N","","6","00021800","03"
2021026651,"02","9","900 ELICKER DRIVE","","PITTSBURGH","PA","15239","PLUM BOROUGH SCHOOL DISTRICT","4127950100","999999","","","","","N","","","","","","N","","1","","12"
2021076274,"99","0","405 HIGHLAND AVE","","PITTSBURGH","PA","15112","CBS VENDING","9999999999","999999","","","","","","","","","","","","","1","","02"
2021120423,"98","0","535 CHICORA RD","","BUTLER","PA","16001","ELECTRIC EDGAR &MONTGOMERY ROBER","9999999999","011350","","","","","","","","","","","","","1","","02"
2021069671,"02","8","2235 BEAVER AVE","2235 BEAVER AVE","PITTSBURGH","PA","15233","PORT AUTHORITY ALLEGHENY COUNTY","4124422000","066780","","","","","N","","","","","","N","A-00976060","2","","13"
2021019489,"01","9","600 VINE STREET","","CINCINNATI","OH","45202","FIRST GROUP LEASING NOMINEE","4127815070","012300","","","","","N","","","","","","N","","1","00354406","12"
2021034934,"02","0","531 JONES AVE","","BRADDOCK","PA","15104","ALLEGHENY TRANSPORTATION SERVICE","4124036044","","","","","","N","","","","","","N","A6411342","2","00531808","12"
2021076765,"99","1","UNKNOWN","","UNKNOWN","ZZ","99999","UNKNOWN","9999999999","","","","","","N","","","","","","U","","2","99999999","08"
2021047780,"99","9","8911 OXON HILLS ROAD","","FORT WASHINGTON","MD","20744","DENSION LANDSCAPING INC","3015670210","999999","","","","","N","","","","","","N","9999999999","1","99999999","09"
2021104688,"03","0","8140 FREDERICKSBURG RD","","FREDERICKSBURG","OH","44627","JOSEPH BAFFORD","3306952296","","","","","","N","","","","","","","913397","2","02609173","08"
2021104836,"02","1","200 HAHN RD","","PITTSBUGH","PA","15209","FIRST STEDENT INC","4128639438","000000","","","","","N","","","","","","","9999999","2","99999999","12"
2021041026,"04","4","2586 LINCOLN BLVD","2586 LINCOLN BLVD","ELIZABETH","PA","15037","MENDOLWITZ TRUCKING","4126724116","073280","","","","","N","","","","","","N","94461","1","02436206","04"
2021012276,"03","3","6700 W 15TH AVE","","GARY","IN","46402","ROEHL TRANSPORT INC","7155913795","080000","","","","","N","","","","","","N","","1","00074481","08"
2021090177,"04","1","1595 RT. 422 EAST","","FENELTON","PA","16034","MEKIS CONSTRUCTION CORPORATION","7243215091","010000","","","","","N","","","","","","N","","1","01531346","98"
2021083244,"03","2","14818 MAYFIELD RD","","EAST CLARIDON","OH","44033","THE ARMS TRUCKING COMPANY","7245619441","080000","","","","","N","","","","","","N","","2","00211147","08"
2021006337,"05","1","2758 COMMERCE DR","","KOKOMO","IN","46902","ROADRUNNER EQUIP LEASING","4436032123","080000","","","","","N","","","","","","N","","2","00242009","08"
2021010329,"04","7","200 RANGOS LN","","WASHINGTON","PA","15301","WASTE MANAGEMENT OF PENNSYLVANIA","8008352229","077020","","","","","N","","","","","","N","","2","00344050","04"
2021035725,"04","8","910 SHERATON DR","","MAR","PA","16046","AIR STAR TRANSPORTATION & LIMO","3123817230","015000","","","","","N","","","","","","N","4401","1","01819728","13"
2021046773,"02","9","2235 BEAVER AVE","2235 BEAVER AVE","PITTSBURGH","PA","15233","PORT AUTHORITY ALLEGHENY COUNTY","4124422000","","","","","","N","","","","","","N","A-00976060","1","","13"
2021084923,"02","8","415 REBECCA ST","","MCKEESPORT","PA","15132","LINCOLN BUS GROUP LLC","4126640911","","","","","","N","","","","","","N","","1","","10"
2021091653,"02","3","801 MCNEILLY ROAD","","PITTSBURGH","PA","15226","MICHAEL FACCHIANO CONTRACTING IN","4123445503","","","","","","N","","","","","","N","","2","02091728","09"
2021102962,"02","8","623 SMITHFIELD AVE 3RD FLOOR","","PITTSBURGH","PA","15222","PORT AUTHORITY OF ALLEGHENY COUN","4125665500","039600","","","","","N","","","","","","N","A-00976060","1","","13"
2021100817,"02","99","1623 MIDDLE ROAD EXT","","GIBSONIA","PA","15044","ROADSAFE TRAFFIC SYSTEMS","8886507623","","","","","","","","","","","","","9999999999","2","99999999","99"
2021074896,"02","0","30 CHRISTONIA RD","","GIBSONIA","PA","15044","CARTL CONSTRUCTION INC","7244446751","035350","","","","","N","","","","","","N","","1","03296184","07"
2021072889,"02","1","650 MANSFIELD AVE","","PITTSBURGH","PA","15205","BELLISSIMO DISTRIBUTION LLC","4122271982","052000","","","","","N","","","","","","N","","2","00427365","03"
